Abbrev	Ciudad	Region	Universidad-CO	Grado	Grado-Prev	Campo-Estudio	Fulbright-Grant	Genero	Area-Estudio	Departamento	Grado-Area-Estudio	Universidad-US	Cohorte
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	DERECHO	BECA J. WILLIAM FULBRIGHT	FEMALE	LAW	SANTANDER	LL.M.	George Washington University, The	2005
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-	MASTER'S	BACHELOR	DERECHO	BECA J. WILLIAM FULBRIGHT	MALE	LAW	SANTANDER	LL.M.	University of Pennsylvania	1987
FLB-LSP	CARTAGENA	Caribe	UNIVERSIDAD DE CARTAGENA	Ph.D.	BACHELOR	DERECHO-CIENCIA POLITICA	BECA FULBRIGHT-LASPAU	MALE	HUMANITIES & SOCIAL SCIENCES	BOLIVAR		University of Connecticut	1986
JWF	MANIZALES	Eje Cafetero	PONTIFICIA UNIVERSIDAD JAVERIANA	Ph.D.	BACHELOR	ECOLOGIA	BECA J. WILLIAM FULBRIGHT	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	CALDAS	Ph.D. CONSERVATION BIOLOGY	University of Central Florida	2009
JWF	BARRANQUILLA	Caribe	UNIVERSIDAD DEL ATLANTICO	MASTER'S	BACHELOR	ECONOMIA	BECA J. WILLIAM FULBRIGHT	MALE	HUMANITIES & SOCIAL SCIENCES	ATLANTICO		Southern Illinois University Edwardsville	1983
JWF	PALMIRA	Sur Occidente	UNIVERSIDAD DEL VALLE	Ph.D.	BACHELOR	ECONOMIA	BECA J. WILLIAM FULBRIGHT	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	VALLE DEL CAUCA	AGRICULTURAL ECONOMICS	Purdue University	1977
DUR	ENVIGADO	Valle Aburra	UNIVERSIDAD EAFIT-	Ph.D.	BACHELOR	ECONOMICS	BECA DESARROLLO UNIVERSITARIO REGIONAL (REG)	FEMALE	EDUCATION	ANTIOQUIA	EDUCATIONAL POLICY	University of Missouri - Columbia	2015
DUR	CARTAGENA	Caribe	UNIVERSIDAD TECNOLOGICA DE BOLIVAR	Ph.D.	BACHELOR	ECONOMICS	BECA DESARROLLO UNIVERSITARIO REGIONAL (REG)	MALE	HUMANITIES & SOCIAL SCIENCES	BOLIVAR	Ph.D. AGRICULTURAL AND APPLIED ECONOMICS	University of Georgia	2015
JWF	SAN ANDRES	Caribe	CORPORACION UNIVERSIDAD DE LA COSTA CUC	MASTER'S	BACHELOR	EDUCACION	BECA J. WILLIAM FULBRIGHT	FEMALE	EDUCATION	ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA	EDUCATIONAL ADMINISTRATION	University of North Florida	1998
TEP	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	INV & DOC	BACHELOR	EDUCACION	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	CALDAS		EASTMOOR ACADEMY	2005
FLB-LSP	PAMPLONA	Santanderes	UNIVERSIDAD DE PAMPLONA	MASTER'S	BACHELOR	EDUCACION	BECA FULBRIGHT-LASPAU	MALE	EDUCATION	NORTE DE SANTANDER	EDUCATIONAL/INSTRUCTIONAL MEDIA DESIGN	Miami University	1979
FLB-LSP	PAMPLONA	Santanderes	UNIVERSIDAD DE PAMPLONA	MASTER'S	BACHELOR	EDUCACION	BECA FULBRIGHT-LASPAU	MALE	EDUCATION	NORTE DE SANTANDER	EDUCATIONAL/INSTRUCTIONAL MEDIA DESIGN	University of Northern Iowa	1985
FLB-LSP	PAMPLONA	Santanderes	UNIVERSIDAD DE PAMPLONA	MASTER'S	BACHELOR	EDUCACION	BECA FULBRIGHT-LASPAU	MALE	EDUCATION	NORTE DE SANTANDER	SPECIAL EDUCATION	Miami University	1986
TEP	ARMENIA	Eje Cafetero	UNIVERSIDAD DEL QUINDIO	INV & DOC	BACHELOR	EDUCACION	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	QUINDIO		BECK MIDDLE SCHOOL	2005
TEP	PEREIRA	Eje Cafetero	UNIVERSIDAD TECNICA DEL NORTE, IBARRA	INV & DOC	BACHELOR	EDUCACION	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	RISARALDA		MARTTAWAN MIDDLE SCHOOL	1998
TEP	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	INV & DOC	BACHELOR	EDUCACION	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	SANTANDER		GARBER HIGH SCHOOL	1988
TEP	ARMENIA	Eje Cafetero	UNIVERSIDAD DEL QUINDIO	INV & DOC	BACHELOR	EDUCACION-LENGUAS	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	QUINDIO		PRESTON PLAINS SCHOOL	1994
TEP	PEREIRA	Eje Cafetero	UNIVERSIDAD TECNICA DEL NORTE, IBARRA	INV & DOC	BACHELOR	EDUCACION-LENGUAS	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	RISARALDA		WASHINGTON IRVING MIDDLE SCHOOL	1997
LID	BUCARAMANGA	Santanderes	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-	MASTER'S	BACHELOR	EDUCATION, GENERAL	BECA PARA LIDERES AFRODESCENDIENTES	FEMALE	EDUCATION	SANTANDER	EDUCATIONAL/INSTRUCTIONAL MEDIA DESIGN	University of Kansas	2014
FLTA	PASTO	Sur Occidente	UNIVERSIDAD DE NARIÑO	INV & DOC	BACHELOR	EDUCATION: ENGLISH AND FRENCH	BECA PROFESOR COLOMBIANO DE INGLES	MALE	EDUCATION	NARIÑO	LANGUAGE TEACHING ASSISTANT	Pacific University	2015
CALDAS	YOTOCO	Sur Occidente	UNIVERSIDAD DEL VALLE	Ph.D.	BACHELOR	ELECTRICAL & ELECTRONIC ENGINEERING TECHNOLOGIES	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	VALLE DEL CAUCA			2012
CALDAS	YOTOCO	Sur Occidente	UNIVERSIDAD DEL VALLE	Ph.D.	BACHELOR	ELECTRICAL & ELECTRONIC ENGINEERING TECHNOLOGIES	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	VALLE DEL CAUCA			2013
CALDAS	YOTOCO	Sur Occidente	UNIVERSIDAD DEL VALLE	Ph.D.	BACHELOR	ELECTRICAL & ELECTRONIC ENGINEERING TECHNOLOGIES	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	VALLE DEL CAUCA	Ph.D. ELECTRICAL AND COMPUTER ENGINEERING	Georgia Institute of Technology - Main Campus	2014
PETRO	BARRANQUILLA	Caribe	UNIVERSIDAD DEL NORTE	Ph.D.	BACHELOR	ELECTRICAL AND ELECTRONIC ENGINEERING TECHNOLOGIES	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	MALE	ENGINEERING & APPLIED SCIENCES	ATLANTICO	Ph.D. BIOMEDICAL INFORMATICS	University of Pittsburgh - Main Campus	2014
CLC- FLB	SABANETA	Valle Aburra	UNIVERSIDAD DE SAN BUENAVENTURA	Ph.D.	BACHELOR	ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	ANTIOQUIA	Ph.D. ELECTRICAL AND COMPUTER ENGINEERING	Rice University	2014
REG	PASTO	Sur Occidente	UNIVERSIDAD DEL CAUCA	Ph.D.	BACHELOR	ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING	BECA DE POSTGRADO PARA LAS REGIONES	MALE	ENGINEERING & APPLIED SCIENCES	NARIÑO	Ph.D. ELECTRICAL ENGINEERING	Ohio State University	2013
CALDAS	PEREIRA	Eje Cafetero	PONTIFICIA UNIVERSIDAD JAVERIANA	Ph.D.	BACHELOR	ELECTRICAL, ELECTRONICS AND COMMUNICATIONS ENGINEERING	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	RISARALDA	Ph.D. ELECTRICAL ENGINEERING	Purdue University	2012
DUR	BARRANQUILLA	Caribe	UNIVERSIDAD DEL NORTE	Ph.D.	BACHELOR	ELECTRONIC ENGINEERING	BECA DESARROLLO UNIVERSITARIO REGIONAL (REG)	MALE	ENGINEERING & APPLIED SCIENCES	ATLANTICO	Ph.D. ELECTRICAL ENGINEERING	The University of Texas at Dallas	2015
FLB-LSP	VILLAVICENCIO	Llanos Orientales	UNIVERSIDAD NACIONAL DE COLOMBIA	MASTER'S	BACHELOR	ENFERMERIA	BECA FULBRIGHT-LASPAU	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	META		University of Hawaii at Manoa	1992
CLC- FLB	NEIVA	Tolima Grande	UNIVERSIDAD DEL CAUCA	Ph.D.	BACHELOR	ENGINEERING PHYSICS	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	HUILA	Ph.D. ELECTRICAL ENGINEERING	Florida State University	2013
DUR	PEREIRA	Eje Cafetero	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP	MASTER'S	BACHELOR	ENGLISH	BECA DESARROLLO UNIVERSITARIO REGIONAL (REG)	MALE	EDUCATION	RISARALDA	M.A. TESOL	University of Illinois at Urbana-Champaign	2015
TEP	ZIPAQUIRA	Cundi-Boyacense	UNIVERSIDAD INCCA DE COLOMBIA	INV & DOC	BACHELOR	ENGLISH	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	CUNDINAMARCA		CESAR CHAVEZ MIDDLE SCHOOL	2006
TEP	PALMIRA	Sur Occidente	UNIVERSIDAD DEL VALLE	INV & DOC	BACHELOR	ENGLISH	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	VALLE DEL CAUCA		GUILFORD HIGH SCHOOL	2006
TEP	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	INV & DOC	BACHELOR	ENGLISH - HUMANITIES	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	CALDAS		LUELLA HIGH SCHOOL, LOCUST GROVE	2008
FLTA	QUIBDO	Pacifico	UNIVERSIDAD TECNOLOGICA DEL CHOCO-DIEGO LUIS CORDOBA	INV & DOC	BACHELOR	ENGLISH AND FRENCH	BECA PROFESOR COLOMBIANO DE INGLES	FEMALE	EDUCATION	CHOCO	TEACHING ASSISTANTS/AIDES	University of St. Thomas	2014
FLTA	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	INV & DOC	BACHELOR	ENGLISH LANGUAGE TEACHING	BECA PROFESOR COLOMBIANO DE INGLES	FEMALE	EDUCATION	SANTANDER	TEACHING ASSISTANTS/AIDES	Ursinus College	2014
SALD. CON	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	ENGLISH/LANGUAGE ARTS TEACHER EDUCATION	BECA FULBRIGHT - SALDARRIAGA CONCHA	FEMALE	EDUCATION	SANTANDER	FOREIGN LANGUAGE TEACHER EDUCATION	Southern Illinois University Carbondale	2013
CLC- FLB	COPACABANA	Valle Aburra	UNIVERSIDAD DE ANTIOQUIA	Ph.D.	BACHELOR	ENTOMOLOGY	BECA COLCIENCIAS FULBRIGHT	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	ANTIOQUIA	Ph.D. ENTOMOLOGY	Pennsylvania State University	2013
REG	BUCARAMANGA	Santanderes	UNIVERSIDAD PONTIFICIA BOLIVARIANA	Ph.D.	BACHELOR	ENVIRONMENTAL ENGINEERING	BECA DE POSTGRADO PARA LAS REGIONES	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	Ph.D. CIVIL AND ENVIRONMENTAL ENGINEERING	Pennsylvania State University	2014
FLB-LSP	CARTAGENA	Caribe	UNIVERSIDAD DE CARTAGENA	MASTER'S	BACHELOR	FARMACOLOGIA	BECA FULBRIGHT-LASPAU	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	BOLIVAR		Washington State University	1979
SIR	BUCARAMANGA	Santanderes	UNIVERSIDAD PEDAGOGICA NACIONAL	INV & DOC	BACHELOR	FILOLOGIA	BECA PROFESOR COLOMBIANO EN RESIDENCIA	FEMALE	HUMANITIES & SOCIAL SCIENCES	SANTANDER		Regis University	1992
TEP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL ATLANTICO	INV & DOC	BACHELOR	FILOLOGIA E IDIOMAS	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	ATLANTICO		ROOSEVELT JUNIOR HIGH SCHOOL	1996
DU	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	Ph.D.	BACHELOR	FILOSOFIA	BECA PARA DESARROLLO UNIVERSITARIO	MALE	HUMANITIES & SOCIAL SCIENCES	CALDAS		University of Florida	1999
FLB-LSP	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	MASTER'S	BACHELOR	FILOSOFIA	BECA FULBRIGHT-LASPAU	MALE	EDUCATION	CALDAS		University of Iowa	1987
JWF	IBAGUE	Tolima Grande	PONTIFICIA UNIVERSIDAD JAVERIANA	MASTER'S	BACHELOR	FILOSOFIA	BECA J. WILLIAM FULBRIGHT	MALE	EDUCATION	TOLIMA	INSTRUCTIONAL TECHNOLOGY	Syracuse University	1975
JWF	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	MASTER'S	BACHELOR	FILOSOIFIA	BECA J. WILLIAM FULBRIGHT	MALE	EDUCATION	CALDAS		Southern Illinois University Carbondale	1980
JWF	PIEDECUESTA	Santanderes	UNIVERSITY OF KHARKOV	MASTER'S	BACHELOR	FISICA	BECA J. WILLIAM FULBRIGHT	MALE	PHYSICAL SCIENCES & MATHEMATICS	SANTANDER	GEOPHYSICS	Stanford University	1995
FLTA	FLORENCIA	Amazonia	UNIVERSIDAD DE LA AMAZONIA	INV & DOC	BACHELOR	FOREIGN LANGUAGE TEACHER EDUCATION	BECA PROFESOR COLOMBIANO DE INGLES	MALE	EDUCATION	CAQUETA	TEACHER ASSISTANT/AIDE	South Dakota State University	2013
FLB-CLC	BARRANQUILLA	Caribe	INSTITUTO PEDAGOGICO DE IDIOMASDE MINSK	Ph.D.	BACHELOR	FOREIGN LANGUAGES	BECA FULBRIGHT-COLCIENCIAS	FEMALE	HUMANITIES & SOCIAL SCIENCES	ATLANTICO		University of Arizona	2003
EST. CUL	CARTAGENA	Caribe	UNIVERSIDAD DE CARTAGENA	Ph.D.	BACHELOR	HISTORIA	BECA DE ESTUDIOS CULTURALES PARA COMUNIDADES AFRODESCENDIENTES E INDIGENAS	MALE	HUMANITIES & SOCIAL SCIENCES	BOLIVAR	LATIN AMERICAN HISTORY	University of Pittsburgh - Main Campus	2009
FLB-LSP	BUCARAMANGA	Santanderes	UNIVERSIDAD DEL VALLE	MASTER'S	BACHELOR	HISTORIA	BECA FULBRIGHT-LASPAU	FEMALE	EDUCATION	SANTANDER	HIGHER EDUCATION/HIGHER EDUCATION ADMINISTRATION	University of Illinois at Urbana-Champaign	1988
PETRO	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	HISTORY, GENERAL	BECA PARA EL DESARROLLO DE LAS REGIONES PETROLERAS	MALE	HUMANITIES & SOCIAL SCIENCES	SANTANDER	M.A. HISTORY	SUNY at Binghamton	2013
FLB-LSP	ARMENIA	Eje Cafetero	UNIVERSIDAD NACIONAL DE COLOMBIA	Ph.D.	BACHELOR	IDIOMAS	BECA FULBRIGHT-LASPAU	MALE	HUMANITIES & SOCIAL SCIENCES	QUINDIO	COMPARATIVE LITERATURE	University of North Carolina at Chapel Hill	1987
TEP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL ATLANTICO	INV & DOC	BACHELOR	IDIOMAS	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	ATLANTICO		WILSON SENIOR HIGH SCHOOL	2006
FLB-LSP	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	MASTER'S	BACHELOR	IDIOMAS	BECA FULBRIGHT-LASPAU	FEMALE	EDUCATION	CALDAS		SUNY at Buffalo	1987
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	IDIOMAS	BECA J. WILLIAM FULBRIGHT	FEMALE	HUMANITIES & SOCIAL SCIENCES	SANTANDER		Michigan State University	1982
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	IDIOMAS	BECA J. WILLIAM FULBRIGHT	FEMALE	EDUCATION	SANTANDER	BILINGUAL, MULTILINGUAL, AND MULTICULTURAL EDUCATION	Northern Arizona University	1988
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	IDIOMAS	BECA J. WILLIAM FULBRIGHT	MALE	EDUCATION	SANTANDER		Southern Illinois University Carbondale	1988
TEP	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	INV & DOC	BACHELOR	IDIOMAS	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	SANTANDER		JOSEPH H. CRAWFORD ELEMENTARY SCHOOL	1996
TEP	FLORIDABLANCA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	INV & DOC	BACHELOR	IDIOMAS	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	SANTANDER		RANCHO BERNARDO HIGH SCHOOL	1994
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	IDIOMAS-EDUCACION	BECA J. WILLIAM FULBRIGHT	FEMALE	HUMANITIES & SOCIAL SCIENCES	SANTANDER		Florida State University	1985
SRM	ENVIGADO	Valle Aburra	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA	MASTER'S	BACHELOR	INDUSTRIAL ENGINEERING	BECA FULBRIGHT - SURAMERICANA	MALE	BUSINESS ADMINISTRATION & MANAGEMENT	ANTIOQUIA	M.S. FINANCE	Purdue University	2013
CLC- FLB	CAJICA	Cundi-Boyacense	UNIVERSIDAD DE LA SABANA	Ph.D.	BACHELOR	INDUSTRIAL ENGINEERING	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	CUNDINAMARCA	INDUSTRIAL ENGINEERING		2013
CLC- FLB	CAJICA	Cundi-Boyacense	UNIVERSIDAD DE LA SABANA	Ph.D.	BACHELOR	INDUSTRIAL ENGINEERING	BECA COLCIENCIAS FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	CUNDINAMARCA	INDUSTRIAL ENGINEERING	University of Central Florida	2014
SRM	CARTAGENA	Caribe	UNIVERSIDAD TECNOLOGICA DE BOLIVAR	MASTER'S	BACHELOR	INDUSTRIAL ENGINEERING	BECA FULBRIGHT - SURAMERICANA	FEMALE	BUSINESS ADMINISTRATION & MANAGEMENT	BOLIVAR	M.A. HUMAN RESOURCE DEVELOPMENT	University of Minnesota Medical Center - Fairview	2013
FLB-LSP	CUCUTA	Santanderes	UNIVERSIDAD FRANCISCO DE PAULA SANTANDER	MASTER'S	BACHELOR	INEGNIERIA CIVIL	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	NORTE DE SANTANDER	CIVIL ENGINEERING	South Dakota School of Mines and Technology	1984
FLB-CLC	NEIVA	Tolima Grande	UNIVERSIDAD SURCOLOMBIANA	Ph.D.	BACHELOR	INGENIERIA AGRICOLA	BECA FULBRIGHT-COLCIENCIAS	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	HUILA		University of Georgia	1999
FLB-LSP	NEIVA	Tolima Grande	UNIVERSIDAD SURCOLOMBIANA	MASTER'S	BACHELOR	INGENIERIA AGRICOLA	BECA FULBRIGHT-LASPAU	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	HUILA		California State University - Fresno	1993
FLB-CLC	MONTERIA	Caribe	UNIVERSIDAD DE CORDOBA	Ph.D.	BACHELOR	INGENIERIA AGRONOMICA	BECA FULBRIGHT-COLCIENCIAS	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	CORDOBA		University of Florida	1999
FLB-CLC	CARTAGENA	Caribe	UNIVERSIDAD DE CARTAGENA	Ph.D.	BACHELOR	INGENIERIA CIVIL	BECA FULBRIGHT-COLCIENCIAS	MALE	ENGINEERING & APPLIED SCIENCES	BOLIVAR	OCEAN ENGINEERING	University of South Carolina - Columbia	2003
FLB-LSP	CARTAGENA	Caribe	UNIVERSIDAD DE CARTAGENA	MASTER'S	BACHELOR	INGENIERIA CIVIL	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	BOLIVAR	CIVIL ENGINEERING	University of Massachusetts Amherst	1980
FLB-LSP	CARTAGENA	Caribe	UNIVERSIDAD DE CARTAGENA	MASTER'S	BACHELOR	INGENIERIA CIVIL	BECA FULBRIGHT-LASPAU	FEMALE	ENGINEERING & APPLIED SCIENCES	BOLIVAR	CIVIL ENGINEERING	University of Nebraska - Lincoln	1983
FLB-LSP	CARTAGENA	Caribe	UNIVERSIDAD DE CARTAGENA	MASTER'S	BACHELOR	INGENIERIA CIVIL	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	BOLIVAR		Louisiana State University and A&M College	1991
JWF	POPAYAN	Sur Occidente	UNIVERSIDAD DEL CAUCA	MASTER'S	BACHELOR	INGENIERIA CIVIL	BECA J. WILLIAM FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	CAUCA	CIVIL ENGINEERING	University of Vermont	1974
FLB-LSP	POPAYAN	Sur Occidente	UNIVERSIDAD DEL CAUCA	MASTER'S	BACHELOR	INGENIERIA CIVIL	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	CAUCA	CIVIL ENGINEERING	Cornell University	1984
FLB-LSP	POPAYAN	Sur Occidente	UNIVERSIDAD DEL CAUCA	MASTER'S	BACHELOR	INGENIERIA CIVIL	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	CAUCA	CIVIL ENGINEERING	Louisiana State University and A&M College	1985
PAS	POPAYAN	Sur Occidente	UNIVERSIDAD DEL CAUCA	INV & DOC	BACHELOR	INGENIERIA CIVIL	BECA PARA PASANTIAS DE INVESTIGACION	MALE	ENGINEERING & APPLIED SCIENCES	CAUCA	CIVIL ENGINEERING	Purdue University	1991
FLB-LSP	CUCUTA	Santanderes	UNIVERSIDAD NACIONAL DE COLOMBIA	MASTER'S	BACHELOR	INGENIERIA CIVIL	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	NORTE DE SANTANDER	CIVIL ENGINEERING	University of Illinois at Urbana-Champaign	1980
DU	PEREIRA	Eje Cafetero	UNIVERSIDAD NACIONAL DE COLOMBIA	MASTER'S	BACHELOR	INGENIERIA CIVIL	BECA PARA DESARROLLO UNIVERSITARIO	FEMALE	PHYSICAL SCIENCES & MATHEMATICS	RISARALDA	GEOTECHNICS	University of Maryland - College Park	2003
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERIA CIVIL	BECA J. WILLIAM FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	CIVIL ENGINEERING	University of Florida	1982
CLC-DNP	VILLAVICENCIO	Llanos Orientales	UNIVERSIDAD INCCA DE COLOMBIA	Ph.D.	BACHELOR	INGENIERIA DE ALIMENTOS	BECA FULBRIGHT-COLCIENCIAS-DNP	FEMALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	META		University of Arkansas, Fayetteville	2000
FLB-ICX	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERIA DE PETROLEOS	BECA FULBRIGHT-ICETEX	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	PETROLEUM ENGINEERING	Colorado School of Mines	1988
DU	BUCARAMANGA	Santanderes	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-	MASTER'S	BACHELOR	INGENIERIA DE SISTEMAS	BECA PARA DESARROLLO UNIVERSITARIO	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER		Southern Illinois University Carbondale	2003
DU	BUCARAMANGA	Santanderes	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-	MASTER'S	BACHELOR	INGENIERIA DE SISTEMAS	BECA PARA DESARROLLO UNIVERSITARIO	FEMALE	HUMANITIES & SOCIAL SCIENCES	SANTANDER	HUMAN DEVELOPMENT	University of New Mexico	2003
FLB-CLC	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	INGENIERIA DE SISTEMAS	BECA FULBRIGHT-COLCIENCIAS	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER		University of Nebraska - Lincoln	2003
DU	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	INGENIERIA DE SISTEMAS	BECA PARA DESARROLLO UNIVERSITARIO	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER		Southern Illinois University Carbondale	2000
FLB-LSP	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERIA DE SISTEMAS	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER		The University of Texas at Arlington	1981
CLC-DNP	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	INGENIERIA ELECTRICA	BECA FULBRIGHT-COLCIENCIAS-DNP	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	Ph.D. ELECTRICAL, ELECTRONICS AND COMMUNICATION ENGINEERING	Purdue University	2009
ATG	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERIA ELECTRONICA	AIRWAYS TRAVEL GRANT	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	POWER ENGINEERING	Rensselaer Polytechnic Institute	1980
FLB-LSP	IBAGUE	Tolima Grande	UNIVERSIDAD DE LOS ANDES	MASTER'S	BACHELOR	INGENIERIA ELECTRONICA	BECA FULBRIGHT-LASPAU	MALE	PHYSICAL SCIENCES & MATHEMATICS	TOLIMA	MATHEMATICS	Tulane University	1993
DU	SOGAMOSO	Cundi-Boyacense	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC	Ph.D.	BACHELOR	INGENIERIA GEOLOGICA	BECA PARA DESARROLLO UNIVERSITARIO	MALE	PHYSICAL SCIENCES & MATHEMATICS	BOYACA		University of Illinois at Urbana-Champaign	2003
LID	SAN ANDRES	Caribe	UNIVERSIDAD DE SAN BUENAVENTURA	MASTER'S	BACHELOR	INGENIERIA INDUSTRIAL	BECA PARA LIDERES AFRODESCENDIENTES	FEMALE	BUSINESS ADMINISTRATION & MANAGEMENT	ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA	MASTER'S IN ENVIRONMENTAL STUDIES	SUNY College of Environmental Science and Forestry	2009
